"SenderMapped","SenderOriginal","Day","Date","Time","Subject","DD","MM","YYYY","hh","mm","ss","Level2"
"ADean SA","Associate Dean (Student Affairs)","Thu",2015-02-26,"22:09:16","[Student-notices] FW: Fwd: [Seminar] Chemistry Department Colloquium by Kankan Bhattacharyya, 27th Feb Fri 5 pm (LH102)]",26,2,2015,"22","09","16","Deans"
"ADean SA","Associate Dean (Student Affairs)","Fri",2013-09-06,"16:20:47","[Student-notices] Tables for residents of C type quarters",6,9,2013,"16","20","47","Deans"
"ADean SA","Prof. Anindya Datta","Sun",2011-03-06,"15:27:19","[Student-notices] Transfers to Hostels 12/13/14 in July",6,3,2011,"15","27","19","Deans"
"ADean SA","Associate Dean (Student Affairs)","Fri",2015-05-01,"18:20:59","[Student-notices] error in the online interface for summer	accommodation",1,5,2015,"18","20","59","Deans"
"ADean SA","Prof. Anindya Datta","Tue",2011-01-11,"8:57:51","[Student-notices] Hostel transfer: July 2011",11,1,2011,"8","57","51","Deans"
"ADean SA","Prof. Anindya Datta","Mon",2012-01-30,"23:42:04","[Student-notices] Notice for postgraduate students (including M. Sc. students) staying in Hostel 10",30,1,2012,"23","42","04","Deans"
"ADean SA","Associate Dean (Student Affairs)","Mon",2015-11-02,"18:40:48","[Student-notices] Online form for hostel room retention",2,11,2015,"18","40","48","Deans"
"ADean SA","Associate Dean (Student Affairs)","Tue",2015-07-14,"13:01:34","[Student-notices] Relocation to hostel 10 extension today",14,7,2015,"13","01","34","Deans"
"ADean SA","Prof. Anindya Datta","Mon",2010-11-29,"20:35:15","[Student-notices] The H14 list",29,11,2010,"20","35","15","Deans"
"ADean SA","Prof. Anindya Datta","Tue",2011-03-08,"19:20:04","[Student-notices] [Fwd: Reminder: PAN card camp in the institute]",8,3,2011,"19","20","04","Deans"
"ADean SA","Associate Dean (Student Affairs)","Thu",2015-04-16,"16:47:46","[Student-notices] Deadline for summer stay is TOMORROW (Friday): NO	EXTENSION",16,4,2015,"16","47","46","Deans"
"ADean SA","Associate Dean (Student Affairs)","Tue",2015-10-13,"23:52:03","[Student-notices] FW: Essay Competition: Vigilance Awareness Week",13,10,2015,"23","52","03","Deans"
"ADean SA","Prof. Anindya Datta","Wed",2012-02-29,"1:17:10","[Student-notices] Deadline extended: Hostel transfers, July 2012",29,2,2012,"1","17","10","Deans"
"ADean SA","Associate Dean (Student Affairs)","Mon",2014-04-21,"8:03:03","[Student-notices] penalty for unauthorized stay/ non-vacation of	rooms during summer",21,4,2014,"8","03","03","Deans"
"ADean SA","Prof. Anindya Datta","Sat",2012-06-23,"22:56:02","[Student-notices] Dates for shifting to Hostels 12, 13 and 14 and vacation of rooms by finam year M. Tech. students",23,6,2012,"22","56","02","Deans"
"ADean SA","Associate Dean (Student Affairs)","Tue",2015-10-27,"6:54:34","[Student-notices] Relocation to hostel 10]: the deadline is TODAY",27,10,2015,"6","54","34","Deans"
"ADean SA","Associate Dean (Student Affairs)","Tue",2014-07-08,"14:28:05","[Student-notices] Notice for 4th year undergraduate students residing in hostels 2 to 9",8,7,2014,"14","28","05","Deans"
"ADean SA","Associate Dean (Student Affairs)","Thu",2014-02-27,"9:25:56","[Student-notices] Tomorrow is the last day: relocation to single	rooms in July",27,2,2014,"9","25","56","Deans"
"ADean SA","Prof. Anindya Datta","Thu",2011-03-03,"19:39:35","[Student-notices] non-payment of semester mess advance",3,3,2011,"19","39","35","Deans"
"ADean SA","Prof. Anindya Datta","Tue",2011-06-14,"10:02:35","[Student-notices] Copy of a notice sent to all faculty members",14,6,2011,"10","02","35","Deans"
"ADean SA","Associate Dean (Student Affairs)","Thu",2015-07-09,"21:12:09","[Student-notices] Hostels 12-14 : staking claims and corrected list",9,7,2015,"21","12","09","Deans"
"ADean SA","Associate Dean (Student Affairs)","Wed",2014-01-15,"21:21:20","[Student-notices] 2012 batch M. Sc. + M. tech./ M. Sc. + Ph. D.	students",15,1,2014,"21","21","20","Deans"
"ADean SA","Associate Dean (Student Affairs)","Mon",2015-06-15,"13:23:57","[Student-notices] accommodation for students ""joining projects""",15,6,2015,"13","23","57","Deans"
"ADean SA","Prof. Anindya Datta","Mon",2013-01-21,"22:45:01","[Student-notices] Priority list for QIP Building and postponement of the relocation to it",21,1,2013,"22","45","01","Deans"
"ADean SA","hcu.chair at iitb.ac.in","Fri",2010-09-03,"16:06:36","[Student-notices] Hostel related e-mail IDs",3,9,2010,"16","06","36","Deans"
"ADean SA","Associate Dean (Student Affairs)","Thu",2015-04-23,"10:13:23","[Student-notices] Deadline for faculty approval: TOMORROW,	24th April, 9:00 PM",23,4,2015,"10","13","23","Deans"
"ADean SA","Prof. Anindya Datta","Thu",2011-05-05,"0:26:00","[Student-notices] Room retention fees",5,5,2011,"0","26","00","Deans"
"ADean SA","Prof. Anindya Datta","Sun",2012-09-02,"22:54:41","[Student-notices] [Fwd: Online Guest booking system (GABS) down: alternative arrangement]",2,9,2012,"22","54","41","Deans"
"ADean SA","Associate Dean (Student Affairs)","Tue",2015-05-12,"10:56:05","[Student-notices] Deadline extnded",12,5,2015,"10","56","05","Deans"
"ADean SA","Prof. Anindya Datta","Fri",2012-09-28,"12:11:47","[Student-notices] request to non-resident students",28,9,2012,"12","11","47","Deans"
"ADean SA","Anindya Datta","Thu",2013-06-13,"17:59:16","[Student-notices] H15 wing for women students",13,6,2013,"17","59","16","Deans"
"ADean SA","Associate Dean (Student Affairs)","Thu",2015-07-16,"16:29:02","[Student-notices] Quarters for married Ph. D. students: sequel",16,7,2015,"16","29","02","Deans"
"ADean SA","Prof. Anindya Datta","Sat",2013-03-23,"11:03:57","[Student-notices] Fwd: Transfer of UG students to Hostel 13",23,3,2013,"11","03","57","Deans"
"ADean SA","Associate Dean (Student Affairs)","Fri",2016-04-29,"9:51:13","[Student-notices] Room retention in summers",29,4,2016,"9","51","13","Deans"
"ADean SA","Prof. Anindya Datta","Thu",2011-07-28,"20:40:39","[Student-notices] Semester mess advance for the NEXT semesters",28,7,2011,"20","40","39","Deans"
"ADean SA","Anindya Datta","Mon",2013-05-06,"18:34:44","[Student-notices] Inability to allow room retention in Hostel 10A",6,5,2013,"18","34","44","Deans"
"ADean SA","Prof. Anindya Datta","Thu",2011-05-19,"8:59:14","[Student-notices] notice for final year M. * Students",19,5,2011,"8","59","14","Deans"
"ADean SA","Prof. Anindya Datta","Fri",2012-01-20,"10:20:02","[Student-notices] No accommodation for departmental festivals",20,1,2012,"10","20","02","Deans"
"ADean SA","Associate Dean (Student Affairs)","Tue",2015-08-04,"11:17:33","[Student-notices] [Fwd: CC Complaint Notification.]",4,8,2015,"11","17","33","Deans"
"ADean SA","Associate Dean (Student Affairs)","Wed",2015-07-15,"12:21:47","[Student-notices] Quarters for married Ph. D. students: sequel",15,7,2015,"12","21","47","Deans"
"ADean SA","Prof. Anindya Datta","Sat",2012-02-25,"22:53:40","[Student-notices] Hostel transfers, July 2012",25,2,2012,"22","53","40","Deans"
"ADean SA","Associate Dean (Student Affairs)","Tue",2015-11-17,"12:14:08","[Student-notices] Room retention",17,11,2015,"12","14","08","Deans"
"ADean SA","Associate Dean (Student Affairs)","Tue",2014-06-24,"18:13:01","[Student-notices] compulsory vacation of rooms by final year M.* students by 10th July",24,6,2014,"18","13","01","Deans"
"ADean SA","Prof. Anindya Datta","Tue",2013-01-15,"20:25:56","[Student-notices] QIP facilities",15,1,2013,"20","25","56","Deans"
"ADean SA","Associate Dean (Student Affairs)","Tue",2014-11-25,"17:24:35","[Student-notices] No more room retention",25,11,2014,"17","24","35","Deans"
"ADean SA","Associate Dean (Student Affairs)","Wed",2015-01-28,"20:52:58","[Student-notices] relocation of Ph. D., M. Des., M. Mgmt., M. Phil. and M. Tech. students in July",28,1,2015,"20","52","58","Deans"
"ADean SA","Associate Dean (Student Affairs)","Tue",2015-05-19,"14:28:56","[Student-notices] summer stay",19,5,2015,"14","28","56","Deans"
"ADean SA","Associate Dean (Student Affairs)","Tue",2014-12-09,"9:54:51","[Student-notices] unauthorized stay in hostels",9,12,2014,"9","54","51","Deans"
"ADean SA","Prof. Anindya Datta","Sat",2013-02-02,"13:02:53","[Student-notices] a) dial-a-ride service at night b) H10A mess",2,2,2013,"13","02","53","Deans"
"ADean SA","Associate Dean (Student Affairs)","Sat",2015-10-31,"12:42:27","[Student-notices] Allocation of rooms in Hostel 10",31,10,2015,"12","42","27","Deans"
"ADean SA","Associate Dean (Student Affairs)","Mon",2014-02-10,"10:42:13","[Student-notices] Room retention: 1st year UG students",10,2,2014,"10","42","13","Deans"
"ADean SA","Prof. Anindya Datta","Sun",2011-07-03,"12:39:52","[Student-notices] illegal occupation of rooms and SMA",3,7,2011,"12","39","52","Deans"
"ADean SA","Anindya Datta","Thu",2013-06-27,"18:44:19","[Student-notices] transfer of students from H2-9 to H13",27,6,2013,"18","44","19","Deans"
"ADean SA","Associate Dean (Student Affairs)","Fri",2014-07-04,"17:01:05","[Student-notices] Urgent: relocation to hostels 12, 13 and 14",4,7,2014,"17","01","05","Deans"
"ADean SA","Prof. Anindya Datta","Wed",2013-01-30,"11:53:07","[Student-notices] dedicated tum tum service for H10A (QIP)	operational",30,1,2013,"11","53","07","Deans"
"ADean SA","Associate Dean (Student Affairs)","Wed",2016-04-27,"11:20:11","[Student-notices] Room retention in summers",27,4,2016,"11","20","11","Deans"
"ADean SA","Prof. Anindya Datta","Thu",2011-07-07,"10:37:35","[Student-notices] Students' Contribution to Institute subsidy",7,7,2011,"10","37","35","Deans"
"ADean SA","Prof. Anindya Datta","Sun",2011-03-06,"15:35:22","[Student-notices] Notice for the graduating batch",6,3,2011,"15","35","22","Deans"
"ADean SA","Associate Dean (Student Affairs)","Sat",2013-11-23,"20:51:42","[Student-notices] Room Retention during the Winter vacation",23,11,2013,"20","51","42","Deans"
"ADean SA","Prof. Anindya Datta","Wed",2011-04-20,"16:26:01","[Student-notices] Increase in Semester Mess Advance",20,4,2011,"16","26","01","Deans"
"ADean SA","Prof. Anindya Datta","Tue",2012-06-19,"13:43:46","[Student-notices] Transfers to Hostels 12, 13 and 14, July 2012",19,6,2012,"13","43","46","Deans"
"ADean SA","Associate Dean (Student Affairs)","Fri",2015-07-10,"12:56:41","[Student-notices] Allotment of Married students accommodation:	rescheduled",10,7,2015,"12","56","41","Deans"
"ADean SA","Associate Dean (Student Affairs)","Tue",2015-05-05,"18:15:09","[Student-notices] clarification",5,5,2015,"18","15","09","Deans"
"ADean SA","Associate Dean (Student Affairs)","Tue",2013-12-10,"9:25:02","[Student-notices] FW: J. N. Tata Endowment advt for 2014 -2015",10,12,2013,"9","25","02","Deans"
"ADean SA","Associate Dean (Student Affairs)","Tue",2015-02-17,"15:45:42","[Student-notices] impersonation in e-mails",17,2,2015,"15","45","42","Deans"
"ADean SA","Associate Dean (Student Affairs)","Wed",2015-11-25,"11:37:50","[Student-notices] Urgent blood required",25,11,2015,"11","37","50","Deans"
"ADean SA","Associate Dean (Student Affairs)","Fri",2014-10-03,"6:43:16","[Student-notices] [Faculty-notices] Clarification: (no) hostel accommodation in December",3,10,2014,"6","43","16","Deans"
"ADean SA","Associate Dean (Student Affairs)","Sun",2015-07-12,"9:16:03","[Student-notices] Relocation to new hostel 10: 14th July onwards",12,7,2015,"9","16","03","Deans"
"ADean SA","Associate Dean (Student Affairs)","Mon",2015-04-27,"18:48:31","[Student-notices] List of approved/ disapproved requests for summer hostel accommodation",27,4,2015,"18","48","31","Deans"
"ADean SA","Associate Dean (Student Affairs)","Wed",2015-07-01,"18:19:05","[Student-notices] Procedure for allotment of quarters for married	Ph. D. students",1,7,2015,"18","19","05","Deans"
"ADean SA","Associate Dean (Student Affairs)","Fri",2015-05-22,"16:37:26","[Student-notices] Accommodation for summer course and internship",22,5,2015,"16","37","26","Deans"
"ADean SA","Associate Dean (Student Affairs)","Fri",2013-09-20,"19:54:01","[Student-notices] Reminder: Winter vacation for 1st year UG students",20,9,2013,"19","54","01","Deans"
"ADean SA","Prof. Anindya Datta","Fri",2012-09-28,"15:09:24","[Student-notices] Addendum: request to non-resident students",28,9,2012,"15","09","24","Deans"
"ADean SA","Associate Dean (Student Affairs)","Thu",2015-07-16,"20:15:36","[Student-notices] FW: Change of venue for allotment of room to Married Research Scholars.",16,7,2015,"20","15","36","Deans"
"ADean SA","Associate Dean (Student Affairs)","Thu",2015-06-11,"10:00:11","[Student-notices] Notice for graduating students enrolling for a	higher degree",11,6,2015,"10","00","11","Deans"
"ADean SA","Associate Dean (Student Affairs)","Tue",2015-11-03,"15:22:24","[Student-notices] New Associate Dean (SA)",3,11,2015,"15","22","24","Deans"
"ADean SA","Prof. Anindya Datta","Thu",2011-05-19,"10:04:53","[Student-notices] Correction: notice for final year M. * Students",19,5,2011,"10","04","53","Deans"
"ADean SA","Associate Dean (Student Affairs)","Wed",2014-05-07,"1:05:04","[Student-notices] Correction: room retention by DD 3rd year students",7,5,2014,"1","05","04","Deans"
"ADean SA","Associate Dean (Student Affairs)","Tue",2013-09-03,"20:16:59","[Student-notices] Room retention by Ph. D. students until defence",3,9,2013,"20","16","59","Deans"
"ADean SA","Prof. Anindya Datta","Tue",2012-06-26,"16:55:38","[Student-notices] Notice for residents of the old wing of Hostel 10",26,6,2012,"16","55","38","Deans"
"ADean SA","Associate Dean (Student Affairs)","Tue",2015-03-03,"12:21:19","[Student-notices] Reminder: Hostel accommodation during summer	vacation",3,3,2015,"12","21","19","Deans"
"ADean SA","Prof. Anindya Datta","Sat",2011-06-25,"21:52:03","[Student-notices] Transfers to H12/13/14",25,6,2011,"21","52","03","Deans"
"ADean SA","Prof. Anindya Datta","Mon",2012-01-09,"21:52:41","[Student-notices] Guest Accomodation Booking System",9,1,2012,"21","52","41","Deans"
"ADean SA","Associate Dean (Student Affairs)","Tue",2014-04-01,"8:48:48","[Student-notices] reminder: Room retention: 1st year UG students]",1,4,2014,"8","48","48","Deans"
"ADean SA","Prof. Anindya Datta","Mon",2012-10-01,"7:52:10","[Student-notices] non-resident students",1,10,2012,"7","52","10","Deans"
"ADean SA","Prof. Anindya Datta","Tue",2013-01-29,"19:20:21","[Student-notices] Hostel H10A (QIP) update",29,1,2013,"19","20","21","Deans"
"ADean SA","Associate Dean (Student Affairs)","Tue",2014-04-01,"8:56:11","[Student-notices] Reminder: Summer vacation",1,4,2014,"8","56","11","Deans"
"ADean SA","Prof. Anindya Datta","Thu",2013-01-24,"14:15:58","[Student-notices] QIP again",24,1,2013,"14","15","58","Deans"
"ADean SA","Associate Dean (Student Affairs)","Wed",2014-07-30,"15:35:40","[Student-notices] Some mess-related issues pertaining to Ph. D.	students",30,7,2014,"15","35","40","Deans"
"ADean SA","Prof. Anindya Datta","Tue",2013-01-22,"19:14:54","[Student-notices] Regarding flatmate",22,1,2013,"19","14","54","Deans"
"ADean SA","Associate Dean (Student Affairs)","Wed",2013-11-27,"14:46:17","[Student-notices] Deadline extended to 28th Movember: Room Retention during the Winter vacation",27,11,2013,"14","46","17","Deans"
"ADean SA","Associate Dean (Student Affairs)","Mon",2015-10-26,"14:11:07","[Student-notices] Reminder: elocation to hostel 10]",26,10,2015,"14","11","07","Deans"
"ADean SA","Prof. Anindya Datta","Sat",2011-01-29,"13:16:22","[Student-notices] unauthorized interchange of hostels and guest	rules",29,1,2011,"13","16","22","Deans"
"ADean SA","Associate Dean (Student Affairs)","Fri",2015-04-24,"10:09:10","[Student-notices] Last reminder : online forms on DRONA interface",24,4,2015,"10","09","10","Deans"
"ADean SA","Associate Dean (Student Affairs)","Tue",2014-08-05,"16:32:54","[Student-notices] Fwd: E-Summit 2014 IIT Kanpur",5,8,2014,"16","32","54","Deans"
"ADean SA","Prof. Anindya Datta","Wed",2012-05-02,"6:03:42","[Student-notices] transfers to hostels 12, 13 and 14",2,5,2012,"6","03","42","Deans"
"ADean SA","Associate Dean (Student Affairs)","Mon",2015-04-20,"13:41:13","[Student-notices] Deadline for faculty approval: 24th April, 9:00 PM",20,4,2015,"13","41","13","Deans"
"ADean SA","Associate Dean (Student Affairs)","Tue",2015-03-03,"12:08:09","[Student-notices] Reminder: relocation of Ph. D., M. Des., M. Mgmt., M. Phil. and M. Tech. students in July",3,3,2015,"12","08","09","Deans"
"ADean SA","Associate Dean (Student Affairs)","Fri",2015-09-25,"9:40:46","[Student-notices] Winter vacation",25,9,2015,"9","40","46","Deans"
"ADean SA","Associate Dean (Student Affairs)","Tue",2015-05-05,"16:44:27","[Student-notices] [Fwd: Urgent: M. Sc. project allocation]",5,5,2015,"16","44","27","Deans"
"ADean SA","Prof. Anindya Datta","Wed",2012-03-14,"18:22:10","[Student-notices] Hostel Transfer Notice for residents of Hostel 10",14,3,2012,"18","22","10","Deans"
"ADean SA","Associate Dean (Student Affairs)","Tue",2015-05-05,"16:45:39","[Student-notices] Summer accommodation",5,5,2015,"16","45","39","Deans"
