SenderOriginal,SenderMapped,Day,Date,Time,Year,Subject
STAB Overall Coordinator,GS Tech,Wed,30-Mar,11:02:44,2016,[Student-notices] Annual Tech Awards 2015-16
"General Secretary, Cultural Affairs",GS Cult,Wed,30-Mar,10:25:50,2016,"[Student-notices] Students' Gymkhana Award Ceremony 2015-16 | 10 PM, 1st April, Convocation Hall"
"General Secretary, Cultural Affairs",GS Cult,Wed,30-Mar,9:23:45,2016,"[Student-notices] PAF #3 - 'Muntazir' by Hostels 3, 6, 8, 11, 12, 15B || 1st April | 8:00 PM | OAT, SAC"
General Secretary Hostel Affairs,GSHA,Wed,30-Mar,5:45:16,2016,[Student-notices] Valedictory functions - Schedule
STAB Overall Coordinator,GS Tech,Tue,29-Mar,20:17:10,2016,[Student-notices] Team Shunya || Call for Nominations
GS Sports,GS Sports,Tue,29-Mar,20:00:21,2016,"[Student-notices] Unavailability of Athletics Track || 30th March-	3rd April"
GS Academics (UG),GSAA,Tue,29-Mar,19:30:24,2016,[Student-notices] Provisional degree for passing out students
GS Academics (UG),GSAA,Tue,29-Mar,16:04:58,2016,[Student-notices] Institute General Body Meetings Schedule + Invitation to Open House- Note the change in schedule
GS Sports,GS Sports,Tue,29-Mar,15:37:17,2016,"[Student-notices] Swimmathon- 2016 || 2nd April, 6pm"
PRO IIT Bombay,PRO,Tue,29-Mar,14:13:15,2016,"[Student-notices] Invite - Second Lecture of the ""Institute Lecture Series on the Indian Constitution"" on April 2, 2016"
Office Dean Academic,Dean Acad,Tue,29-Mar,11:31:00,2016,[Student-notices] [1st year UGs] ISMP Mentor Feedback
GS Academics (UG),GSAA,Mon,28-Mar,21:38:38,2016,[Student-notices] Motivation-cum-Awareness Talk on the Indian Navy
GS Sports,GS Sports,Mon,28-Mar,21:27:56,2016,[Student-notices] Institute Open Triathlon || 30th March 2016
GS Academics (UG),GSAA,Mon,28-Mar,19:31:57,2016,"[Student-notices] [GRA] Call for Nominations - Coordinator and	Conveners, GRA, 2016-2017"
"Head, Metallurgical Engg. & Materials Sci. Engg",Head MEMS,Mon,28-Mar,16:12:50,2016,[Student-notices] [Fwd: Regarding facility (attachment) for cross-sectional TEM Sample Preparation in Dual-beam FIB/SEM]
STAB Overall Coordinator,GS Tech,Mon,28-Mar,12:57:40,2016,[Student-notices] Session on 'Technologies for GIS based Mobile Application Development'
General Secretary Academic Affairs  PG,GSAA PG,Mon,28-Mar,9:50:50,2016,"[Student-notices] Talk on Research Ethics and Integrity - LH101, Monday 28th March from 6:05 PM"
GS Sports,GS Sports,Sun,27-Mar,23:38:44,2016,"[Student-notices] [Reminder]- Nomination for Council Conveners ||	Institute Sports Council"
GS Academics (UG),GSAA,Sun,27-Mar,14:29:35,2016,[Student-notices] [Reminder] Nominations for Academic Coordinator post under Academic Council 2016-17
"General Secretary, Cultural Affairs",GS Cult,Sun,27-Mar,7:43:17,2016,"[Student-notices] Reminder : PAF #2 - 'Apratyaksh' by Hostels 1, 4, 9, 10, 14, 16B || 27th March | 8:00 PM | OAT, SAC"
STAB Overall Coordinator,GS Tech,Sat,26-Mar,14:23:48,2016,[Student-notices] Invitation to Join the Order
"General Secretary, Cultural Affairs",GS Cult,Fri,25-Mar,19:24:51,2016,"[Student-notices] PAF #2 - 'Apratyaksh' by Hostels 1, 4, 9, 10, 14, 16B || 27th March | 8:00 PM | OAT, SAC"
"General Secretary, Cultural Affairs",GS Cult,Fri,25-Mar,19:19:43,2016,[Student-notices] Reminder : Call for Nominations for the Nominee posts under Institute Cultural Council 2016-17
GS Academics (UG),GSAA,Fri,25-Mar,17:57:49,2016,"[Student-notices] Institute General Body Meetings Schedule +	Invitation to Open House"
Head Computer Centre,Head CC,Fri,25-Mar,15:53:03,2016,[Student-notices] Security and Information Loss Advisory (follow-up to March 24th hacking incidene)
GS Academics (UG),GSAA,Fri,25-Mar,14:30:57,2016,[Student-notices] Extenstion in Deadline : DataQuest in association with Capital One introduces 'Survive the Rubble ' : Turning Strategy into Hope
Head Computer Centre,Head CC,Fri,25-Mar,7:09:14,2016,"[Student-notices] Mostly resolved (Re: IIT Bombay DNS entries	problem)"
GS Sports,GS Sports,Thu,24-Mar,20:19:49,2016,"[Student-notices] Nomination for Council Conveners || Institute	Sports Council"
Head Computer Centre,Head CC,Thu,24-Mar,9:19:03,2016,[Student-notices] IIT Bombay DNS entries problem
General Secretary Hostel Affairs,GSHA,Thu,24-Mar,2:49:04,2016,[Student-notices] Recommendations to policies pertaining to student life on campus
Deputy Director AIA,DDirector AIA,Wed,23-Mar,22:48:59,2016,"[Student-notices] Requesting your prudence while using water during	holi celebration"
GS Academics (UG),GSAA,Wed,23-Mar,22:09:14,2016,"[Student-notices] Call for Nominations|| Career Cell Club Managers,	Academic Council 2016-17"
"Professor-In-Charge, Placement",PIC Placements,Wed,23-Mar,21:28:24,2016,"[Student-notices] Placement: Nominations for Internship Coordinators, Institute Placement Team 2016-17]"
"Professor-In-Charge, Placement",PIC Placements,Wed,23-Mar,21:27:01,2016,"[Student-notices] Placement: Deadline Extension for Nomination of	Company Coordinator"
STAB Overall Coordinator,GS Tech,Wed,23-Mar,21:24:08,2016,[Student-notices] Zero Energy House Design Challenge || Team Shunya
"Professor-In-Charge, Placement",PIC Placements,Wed,23-Mar,21:23:31,2016,[Student-notices] Placement: Placement Managers for 2016-17
Librarian IIT Bombay,Librarian,Wed,23-Mar,16:31:39,2016,[Student-notices] Central Library will remain closed on 24th March 2016 on account of Holi
Ms. Jayati Bandyopadhyay,Other,Wed,23-Mar,14:45:42,2016,[Student-notices] Google Summer of Code (GSoC) programme
GS Academics (UG),GSAA,Wed,23-Mar,13:08:29,2016,"[Student-notices] DataQuest Challenge: 'Survive the Rubble ' -	Turning Strategy into Hope"
Office Dean SA,Dean SA,Wed,23-Mar,10:47:46,2016,[Student-notices] Gymkhana facilities remain closed on 24/03/2016
145280028,Other,Tue,22-Mar,16:48:12,2016,[Student-notices] A survey form regarding E-banking
Office Dean SA,Dean SA,Wed,23-Mar,10:46:50,2016,"[Student-notices] Swimming pool closed for members on 24th & 25th	March, 2016"
General Secretary Academic Affairs  PG,GSAA PG,Tue,22-Mar,19:54:05,2016,[Student-notices] Nomination for RSF-IITB Team 2016-17
General Secretary Academic Affairs  PG,GSAA PG,Tue,22-Mar,19:53:58,2016,[Student-notices] Nomination for RSF-IITB Team 2016-17
General Secretary Academic Affairs  PG,GSAA PG,Tue,22-Mar,19:53:56,2016,[Student-notices] Nomination for RSF-IITB Team 2016-17
145280028,Other,Tue,22-Mar,16:45:03,2016,"[Student-notices] Fwd: A survey form regarding ""E-banking"""
Security Officer,CSO,Tue,22-Mar,15:32:56,2016,[Student-notices] Lost & Found - Wrist watch
Insight Chief Editor,Insight Chief-Ed,Tue,22-Mar,13:24:08,2016,"[Student-notices] [Reminder] Nominations for Insight's Web and	Design Team, 2016-17"
"General Secretary, Cultural Affairs",GS Cult,Tue,22-Mar,12:38:04,2016,"[Student-notices] Reminder : PAF #1 - 'DAIRA' by Hostels 2, 5, 7, 15-C, 13, Tansa || 22nd March | 8:00 PM | OAT, SAC"
Office Dean Academic,Dean Acad,Tue,22-Mar,10:47:32,2016,[Student-notices] Reminder:Inviting applications for Web and Design Nominees for Student Mentor Program 2016-17
GS Academics (UG),GSAA,Mon,21-Mar,23:41:21,2016,[Student-notices] Call for Nominations || Academic Coordinator posts under Academic Council 2016-17
GS Academics (UG),GSAA,Mon,21-Mar,22:44:02,2016,[Student-notices] Urgent Blood requirement
"General Secretary, Cultural Affairs",GS Cult,Mon,21-Mar,20:53:07,2016,"[Student-notices] Reminder - Nominations for Institute Cultural	Club Conveners"
InsIghT Chief Editor,Insight Chief-Ed,Mon,21-Mar,17:50:02,2016,"[Student-notices] Pre-poned deadline for Institute Journalism	Awards 2016-17"
"General Secretary, Cultural Affairs",GS Cult,Mon,21-Mar,15:57:29,2016,[Student-notices] Deadline extended | Call for Nominations for the Nominee posts under Institute Cultural Council 2016-17
"General Secretary, Cultural Affairs",GS Cult,Mon,21-Mar,14:27:28,2016,"[Student-notices] PAF #1 - 'DAIRA' by Hostels 2, 5, 7, 15-C, 13, Tansa || 22nd March | 8:00 PM | OAT, SAC"
GS Academics (UG),GSAA,Sat,19-Mar,23:26:33,2016,"[Student-notices] Samvad: Talk-cum-Interactive Session on 'Make in	India' with IITB"
GS Sports,GS Sports,Sat,19-Mar,21:41:57,2016,"[Student-notices] IITB Color Run || Invitation to all || 20th March,	6:30am || SAC Entrance"
GS Sports,GS Sports,Sat,19-Mar,21:21:44,2016,"[Student-notices] Board Games Day || Booking of New Gymkhana	Building"
"General Secretary, Cultural Affairs",GS Cult,Sat,19-Mar,15:51:51,2016,[Student-notices] Booksbyweight Expo | 19th - 20th March | SOM Well
GS Sports,GS Sports,Sat,19-Mar,13:52:14,2016,[Student-notices] Booking of Roof Covered Basketball Court
GS Sports,GS Sports,Sat,19-Mar,3:37:21,2016,"[Student-notices] [Corrected Mail]- Informal Sports Weekend ||	19th-20th March"
GS Sports,GS Sports,Sat,19-Mar,0:34:43,2016,"[Student-notices] [Reminder]- First IIT Bombay Color Run || 20th	March, Sunday, 6:30AM"
Dean Student Affairs,Dean SA,Fri,18-Mar,20:31:27,2016,[Student-notices] URGENT ATTENTION SECURITY CONCERN
Insight Chief Editor,Insight Chief-Ed,Fri,18-Mar,19:10:26,2016,"[Student-notices] Nominations for Insight's Web and Design Team,	2016-17"
GS Academics (UG),GSAA,Fri,18-Mar,16:39:12,2016,[Student-notices] Finance Bootcamp: Session 5
GS Sports,GS Sports,Fri,18-Mar,15:52:09,2016,[Student-notices] Aquatrain || Second Edition
GS Sports,GS Sports,Fri,18-Mar,14:12:31,2016,[Student-notices] Informal Sports Weekend || 19th-20th March
GS Sports,GS Sports,Fri,18-Mar,13:37:34,2016,"[Student-notices] Offline registration & T-shirt Collection || IIT	Bombay Color Run"
STAB Overall Coordinator,GS Tech,Fri,18-Mar,13:13:49,2016,"[Student-notices] New stuff: Biotech projects in ITSP: Ideation	session"
Security Officer,CSO,Fri,18-Mar,12:57:10,2016,[Student-notices] VERIFICATION OF IDENTITY CARDS AT IITB GATES
STAB Overall Coordinator,GS Tech,Fri,18-Mar,12:47:05,2016,[Student-notices] Freshmen Induction Test | IITB Racing
General Secretary Academic Affairs  PG,GSAA PG,Fri,18-Mar,5:05:58,2016,"[Student-notices] Institute Student's Reading Group: Control Theory	& System"
GS Academics (UG),GSAA,Fri,18-Mar,1:54:20,2016,"[Student-notices] Call for Nominations for Activity Associates,	NSS IITB 2016-17"
General Secretary Academic Affairs  PG,GSAA PG,Fri,18-Mar,1:25:42,2016,[Student-notices] Session on Position of Responsibility (POR)
Insight Chief Editor,Insight Chief-Ed,Thu,17-Mar,23:57:23,2016,"[Student-notices] Nominations for IIT-BBC Convener, 2016-17"
General Secretary Academic Affairs  PG,GSAA PG,Thu,17-Mar,22:54:43,2016,"[Student-notices] Session on ""Engineering problem Solving with MATLAB"" on 19th March, Saturday @ LH 301 from 10:30 am"
General Secretary Academic Affairs  PG,GSAA PG,Thu,17-Mar,22:53:54,2016,"[Student-notices] LaTeX workshop on 19th March,	Saturday @ LH 301 from 2:30 pm"
"General Secretary, Cultural Affairs",GS Cult,Thu,17-Mar,20:01:48,2016,[Student-notices] Nominations for Institute Cultural Club Conveners
GS Academics (UG),GSAA,Thu,17-Mar,17:06:10,2016,"[Student-notices] Deadline Extended | Nominations for the post of	Manager, Abhyuday 2016-17"
PRO IIT Bombay,PRO,Thu,17-Mar,12:13:15,2016,"[Student-notices] Link to the Dialogue with Bill McDermott,	CEO SAP SE."
PRO IIT Bombay,PRO,Thu,17-Mar,9:58:01,2016,"[Student-notices] Reminder - Dialogue with Bill McDermott,	CEO SAP SE."
STAB Overall Coordinator,GS Tech,Thu,17-Mar,8:46:37,2016,"[Student-notices] Basics on ""How to make an Electric Race Car"" | Informal session by IITB Racing"
GS Sports,GS Sports,Thu,17-Mar,0:16:45,2016,[Student-notices] Institute Blitz and Rapid Chess Championship
"Professor-In-Charge, Placement",PIC Placements,Wed,16-Mar,16:43:47,2016,[Student-notices] Remainder: Nominations for Institute Company Coordinators & Department Placement Coordinators
PRO IIT Bombay,PRO,Wed,16-Mar,14:56:55,2016,"[Student-notices] Invite - Dialogue with Bill McDermott, CEO SAP SE."
GS Sports,GS Sports,Wed,16-Mar,11:24:07,2016,"[Student-notices] Live Screening- Barcelona vs Arsenal UCL || 17th	March, 1AM"
Office of Dean International Relations,Dean IR,Wed,16-Mar,10:37:00,2016,[Student-notices] EURAXESS Information Session - Reminder
Office Dean Academic,Dean Acad,Wed,16-Mar,10:00:55,2016,"[Student-notices] Reminder Circular of Govt. of National Capital	Territory of Delhi"
"General Secretary, Cultural Affairs",GS Cult,Wed,16-Mar,3:08:29,2016,[Student-notices] Call for Nominations for the Nominee posts under Institute Cultural Council 2016-17
GS Sports,GS Sports,Wed,16-Mar,1:31:46,2016,[Student-notices] Cycling Jersey || Registration
GS Academics (UG),GSAA,Tue,15-Mar,20:30:06,2016,[Student-notices] Finance Bootcamp: Session 3
STAB Overall Coordinator,GS Tech,Tue,15-Mar,20:30:18,2016,[Student-notices] Workshop on Revit Building Design Software
"General Secretary, Cultural Affairs",GS Cult,Tue,15-Mar,20:17:29,2016,"[Student-notices] Reminder : Invitation to Swarsandhya 2016 | 15th March, 8 PM | Convocation Hall"
STAB Overall Coordinator,GS Tech,Tue,15-Mar,19:46:35,2016,"[Student-notices] IITB Developers' Community: Come, Learn,	Contribute"
"General Secretary, Cultural Affairs",GS Cult,Tue,15-Mar,18:35:08,2016,"[Student-notices] Regarding SAC Facilities for Performing Arts	Festival"
"General Secretary, Cultural Affairs",GS Cult,Tue,15-Mar,15:25:08,2016,"[Student-notices] Telugu Cultural Night | TelCA function | 6:30 PM, 17th March, LT PCSA"
"General Secretary, Cultural Affairs",GS Cult,Tue,15-Mar,13:34:21,2016,"[Student-notices] Reminder : Invitation to Swarsandhya 2016 | 15th March, 8 PM | Convocation Hall"
"General Secretary, Cultural Affairs",GS Cult,Tue,15-Mar,13:32:31,2016,[Student-notices] GS Cult Election Results
Office Dean Academic,Dean Acad,Tue,15-Mar,11:27:06,2016,[Student-notices] Inviting applications for Web and Design Nominees for Student Mentor Program 2016-17
IITB Mailing List Manager,Mailman,Tue,15-Mar,6:00:01,2016,"[Student-notices] Methodology for getting/setting mailing list	passwords"
General Secretary Academic Affairs  PG,GSAA PG,Tue,15-Mar,2:39:01,2016,"[Student-notices] Inviting nominations for the post of IRSCP OC	2016-17"
General Secretary Academic Affairs  PG,GSAA PG,Tue,15-Mar,2:23:28,2016,"[Student-notices] SOAP BOX for CTARA and IDC Department General	Secretary"
GS Academics (UG),GSAA,Tue,15-Mar,1:20:07,2016,[Student-notices] Notification regarding Department Fests
GS Academics (UG),GSAA,Tue,15-Mar,1:16:09,2016,[Student-notices] Notification regarding Department Fests
GS Sports,GS Sports,Mon,14-Mar,20:52:37,2016,"[Student-notices] World Cup T20- Ind Vs NZ || Live Screening ||15th	March, 7:30pm onwards"
GS Academics (UG),GSAA,Mon,14-Mar,20:50:37,2016,[Student-notices] Finance Bootcamp-Further sessions
"General Secretary, Cultural Affairs",GS Cult,Mon,14-Mar,19:51:59,2016,"[Student-notices] Reminder : Vote Now! Online Voting Portal for GS	Cult Elections"
"General Secretary, Cultural Affairs",GS Cult,Mon,14-Mar,19:40:05,2016,"[Student-notices] Final Pass Distribution : Institute Prom Night | Begins at 9 PM, Today"
GS Sports,GS Sports,Mon,14-Mar,18:33:27,2016,"[Student-notices] First IIT Bombay Color Run || 20th March, Sunday,	6:30AM"
GS Academics (UG),GSAA,Mon,14-Mar,15:47:36,2016,"[Student-notices] Research Opportunities for students at IIT:	Portal and Resources"
Office Dean SA,Dean SA,Mon,14-Mar,14:19:04,2016,"[Student-notices] Online Voting Portal for GS Cult Elections | Vote	Now"
PRO IIT Bombay,PRO,Mon,14-Mar,13:53:29,2016,[Student-notices] IITB in News
STAB Overall Coordinator,GS Tech,Mon,14-Mar,13:32:25,2016,[Student-notices] Call for Managers | IIT Bombay Racing
Security Officer,CSO,Mon,14-Mar,12:31:30,2016,[Student-notices] Lost & Found - BANK CARDS
General Secretary Hostel Affairs,GSHA,Mon,14-Mar,2:57:43,2016,"[Student-notices] Recommendations to policies pertaining to student	life on campus"
G.S. Sports,GS Sports,Sun,13-Mar,23:19:39,2016,[Student-notices] Drona-Sports Mentorship Program || Sessions begins
"General Secretary, Cultural Affairs",GS Cult,Sun,13-Mar,16:14:40,2016,"[Student-notices] Invitation to Swarsandhya 2016 | 15th March, 8 PM | Convocation Hall"
General Secretary Academic Affairs  PG,GSAA PG,Sun,13-Mar,15:08:18,2016,[Student-notices] Last day to file Nominations for Various Positions in PG Academic Council 2016-17
"General Secretary, Cultural Affairs",GS Cult,Sun,13-Mar,13:45:23,2016,"[Student-notices] PG Cultural Night ! 7 PM,	13th March | Convocation Hall"
"General Secretary, Cultural Affairs",GS Cult,Sun,13-Mar,10:33:15,2016,"[Student-notices] IIT Bombay FilmFest, Day 2"
"General Secretary, Cultural Affairs",GS Cult,Sun,13-Mar,5:14:32,2016,"[Student-notices] Final Reminder : Institute Cultural Awards | Call	for Nominations"
"General Secretary, Cultural Affairs",GS Cult,Sun,13-Mar,4:25:07,2016,[Student-notices] Institute Prom King and Queen - 2016
"General Secretary, Cultural Affairs",GS Cult,Sun,13-Mar,4:20:15,2016,"[Student-notices] PG Cultural Night ! 7 PM,	13th March | Convocation Hall"
G.S. Sports,GS Sports,Sun,13-Mar,0:02:51,2016,[Student-notices] Girls Sports Week || 13th-19th March
GS Academics (UG),GSAA,Sat,12-Mar,23:58:41,2016,"[Student-notices] Interactive session with Dr. Amol A Gokhale,	Former Director DMRL, DRDO"
GS Sports,GS Sports,Sat,12-Mar,22:14:50,2016,"[Student-notices] [Reminder]- Cycling Ride To Marine Drive - NCPA	|| 13th March, 4AM"
"General Secretary, Cultural Affairs",GS Cult,Sat,12-Mar,22:13:23,2016,"[Student-notices] Lit Lukkha Weekend, Day 2 | 13th March, Sunday | 2 PM Onwards | LH 102"
"General Secretary, Cultural Affairs",GS Cult,Sat,12-Mar,22:01:10,2016,[Student-notices] Final Pass Distribution : Institute Prom Night
General Secretary Hostel Affairs,GSHA,Sat,12-Mar,19:56:15,2016,[Student-notices] Reminder: Organizational Awards deadline
"General Secretary, Cultural Affairs",GS Cult,Sat,12-Mar,17:54:09,2016,"[Student-notices] Institute Prom Night - Passes Distribution | 12th March, 5 PM, SAC conference room"
Office of Dean International Relations,Dean IR,Sat,12-Mar,17:00:05,2016,[Student-notices] EURAXESS Information Session
STAB Overall Coordinator,GS Tech,Sat,12-Mar,16:39:43,2016,"[Student-notices] TL Talks: Dr. Henry Thoorp: NASA's New Horizons	Mission"
STAB Overall Coordinator,GS Tech,Sat,12-Mar,16:33:20,2016,[Student-notices] (no subject)
STAB Overall Coordinator,GS Tech,Sat,12-Mar,16:33:20,2016,[Student-notices] (no subject)
"General Secretary, Cultural Affairs",GS Cult,Sat,12-Mar,16:03:25,2016,"[Student-notices] IIT Bombay FilmFest, Day 1 | 7:00 PM | LT,	PCSA"
"General Secretary, Cultural Affairs",GS Cult,Sat,12-Mar,14:23:31,2016,"[Student-notices] Institute Prom Night - Passes Distribution | 12th March, 5 PM, SAC conference room"
GS Sports,GS Sports,Sat,12-Mar,12:41:59,2016,"[Student-notices] Last call for Nominations || Institute Sports	Awards"
